Date,Time,HomeTeam,AwayTeam,HTHG,HTAG,FTHG,FTAG,AvgH,AvgD,AvgA,Avg>2.5,Avg<2.5,HS,AS,HST,AST
15/08/2025,20:30,Burgos,Cultural Leonesa,3,0,5,1,1.8,3.28,4.4,2.23,1.58,15,8,7,1
15/08/2025,20:30,Valladolid,Ceuta,2,0,3,0,1.87,3.43,3.82,1.88,1.83,16,5,9,0
16/08/2025,16:00,Santander,Castellon,2,1,3,1,2.2,3.42,2.94,1.66,2.1,10,17,5,8
16/08/2025,18:30,Malaga,Eibar,0,0,1,1,2.28,2.99,3.2,2.49,1.48,11,7,4,3
16/08/2025,20:30,Granada,La Coruna,0,1,1,3,2.13,3.11,3.37,1.99,1.74,14,15,2,7
17/08/2025,16:00,Sociedad B,Zaragoza,1,0,1,0,2.92,2.93,2.46,2.19,1.61,3,18,2,5
17/08/2025,18:30,Cadiz,Mirandes,1,0,1,0,1.64,3.69,4.93,1.92,1.79,24,1,3,0
17/08/2025,20:30,Huesca,Leganes,0,0,1,1,2.79,3.03,2.5,2.26,1.57,14,7,3,3
17/08/2025,20:30,Las Palmas,Andorra,1,0,1,1,1.58,3.84,5.21,1.86,1.85,10,7,2,2
18/08/2025,18:00,Sp Gijon,Cordoba,1,1,2,1,2.31,3.23,2.9,1.91,1.8,9,15,4,5
18/08/2025,20:30,Almeria,Albacete,1,1,4,4,1.59,3.95,4.88,1.7,2.03,31,17,11,5
22/08/2025,18:30,Eibar,Granada,1,0,3,0,1.93,3.16,3.97,2.42,1.5,16,3,6,0
22/08/2025,20:30,Castellon,Valladolid,0,1,0,1,1.91,3.63,3.41,1.67,2.08,11,10,4,4
22/08/2025,20:30,Leganes,Cadiz,1,0,1,1,2.19,2.92,3.45,2.49,1.48,9,10,4,3
23/08/2025,16:00,Mirandes,Huesca,0,1,0,1,3.14,2.75,2.46,2.83,1.38,5,6,2,2
23/08/2025,18:00,Ceuta,Sp Gijon,0,1,0,1,2.64,2.97,2.67,2.25,1.57,12,7,7,4
23/08/2025,20:30,Zaragoza,Andorra,0,1,1,3,1.78,3.48,4.22,2.01,1.71,13,17,6,10
24/08/2025,16:00,La Coruna,Burgos,0,0,0,0,1.8,3.34,4.31,2.12,1.65,10,11,2,1
24/08/2025,18:30,Cultural Leonesa,Almeria,0,0,0,1,2.98,3.44,2.18,1.76,1.95,10,13,6,3
24/08/2025,20:30,Malaga,Sociedad B,0,0,1,0,1.83,3.37,4.08,2.07,1.68,21,10,5,4
25/08/2025,18:30,Albacete,Santander,0,0,2,3,2.59,3.2,2.57,1.79,1.93,8,13,2,6
25/08/2025,20:30,Cordoba,Las Palmas,0,1,1,3,2.44,3.15,2.78,1.99,1.75,13,13,5,5
29/08/2025,18:30,Sociedad B,Almeria,1,1,2,2,4.11,3.5,1.79,1.87,1.82,9,16,3,5
29/08/2025,20:30,Sp Gijon,Cultural Leonesa,0,0,1,0,1.6,3.58,5.46,2.14,1.63,17,9,6,2
30/08/2025,16:00,Santander,Ceuta,2,1,4,1,1.55,3.91,5.41,1.81,1.9,17,11,9,1
30/08/2025,18:00,Valladolid,Cordoba,0,0,0,0,1.83,3.45,3.94,1.92,1.79,12,5,6,1
30/08/2025,20:30,Castellon,Zaragoza,0,0,1,1,1.76,3.65,4.03,1.71,2.01,14,12,5,2
31/08/2025,16:00,Andorra,Burgos,1,0,2,1,2.29,3.06,3.08,2.47,1.48,14,12,5,4
31/08/2025,16:00,Cadiz,Albacete,1,0,2,1,1.69,3.59,4.71,2.0,1.72,6,12,2,4
31/08/2025,18:30,Las Palmas,Malaga,0,1,0,1,1.74,3.41,4.51,2.19,1.6,14,9,6,1
